# License: GPL. For details,see LICENSE file.
#
# Used to reconstruct the colormap in viscm (http://bids.github.io/colormap/)
# {'xp': [-8.9697272381347659,-14.962877923066287,-32.371553722153038,-30.373836827175865,-6.9720103431575922,-8.684339110280888
# 'yp': [-25.513698630136986,15.296803652968038,-30.650684931506845,20.719178082191775,25.570776255707756,32.990867579908667
# 'min_Jp': 33.3692722372,
# 'max_Jp': 95}
#
# color map must start at first line without comment 
#
0.0331179,0.29975688,0.57579112
0.04256739,0.3028265,0.57286799
0.0512467,0.30584793,0.57009011
0.05914659,0.30882508,0.5674503
0.06654831,0.3117815,0.5647918
0.07345228,0.31469781,0.56227052
0.07995739,0.31757925,0.55986398
0.08619278,0.32044241,0.55745447
0.09212195,0.32327213,0.55517502
0.09780928,0.32607626,0.55297584
0.10331033,0.32886259,0.55080222
0.10859491,0.33162106,0.54875221
0.11372563,0.33436292,0.54673886
0.11870231,0.33708616,0.54479015
0.12351267,0.33978626,0.54295921
0.12822783,0.3424784,0.541114
0.13279867,0.34515022,0.53938101
0.13725748,0.34780851,0.53770555
0.14161799,0.35045603,0.53606914
0.14585622,0.3530865,0.53454415
0.15002582,0.35571293,0.5330082
0.15408488,0.35832466,0.5315781
0.15806357,0.36092928,0.53018482
0.16195691,0.36352554,0.52884943
0.16576237,0.36611275,0.52758751
0.16949979,0.36869662,0.52634711
0.1731454,0.37127046,0.52520656
0.17673382,0.37384485,0.52406183
0.18023309,0.37641026,0.52302135
0.18367353,0.37897678,0.5219859
0.18703181,0.38153698,0.52104134
0.19032855,0.38409867,0.52011314
0.19354787,0.38665632,0.5192658
0.19670438,0.38921652,0.51843878
0.19978526,0.39177424,0.51769017
0.20280277,0.39433623,0.51695934
0.20574448,0.39689659,0.51631112
0.20862219,0.39946359,0.51567252
0.21142395,0.40203013,0.51511745
0.21415805,0.40460435,0.51457709
0.21681705,0.40718098,0.51410601
0.21940294,0.40976427,0.5136727
0.22191346,0.4123542,0.51328427
0.22434688,0.41494912,0.51295975
0.22670152,0.4175556,0.51265342
0.22897578,0.42016834,0.51241261
0.23116721,0.42279102,0.51221511
0.23327224,0.42542553,0.5120539
0.23529113,0.42806929,0.51195199
0.23721876,0.4307259,0.51189091
0.23905088,0.43339672,0.51186833
0.24078829,0.43607984,0.51190068
0.24242777,0.43877648,0.5119848
0.24395722,0.44149191,0.51209793
0.24538089,0.44422266,0.51226326
0.24669486,0.44696981,0.512479
0.24789484,0.44973443,0.51274365
0.24897073,0.45251957,0.51304809
0.24992008,0.45532509,0.51339708
0.25074106,0.45815079,0.51379462
0.25142853,0.46099761,0.51423996
0.2519772,0.46386643,0.51473252
0.25238166,0.46675805,0.51527187
0.25263645,0.46967322,0.51585774
0.25273608,0.47261257,0.51648993
0.25267511,0.47557666,0.51716828
0.25244821,0.47856593,0.51789267
0.25205017,0.4815807,0.51866293
0.25147595,0.48462119,0.51947882
0.25072074,0.48768749,0.52034
0.24977992,0.49077954,0.52124597
0.24864914,0.49389721,0.52219605
0.24732429,0.4970402,0.52318934
0.2458015,0.50020813,0.5242247
0.24407712,0.50340048,0.52530069
0.24213937,0.50661827,0.52641341
0.23998809,0.50986008,0.52756205
0.2376243,0.51312431,0.5287454
0.23504515,0.51641008,0.52996075
0.23223599,0.51971846,0.53120267
0.22919943,0.52304738,0.53246911
0.22593842,0.52639479,0.53375736
0.22243635,0.52976175,0.53506084
0.21869708,0.53314592,0.53637622
0.21472177,0.53654544,0.53769908
0.21049097,0.53996144,0.53902151
0.20602332,0.5433894,0.54034076
0.20129189,0.54683133,0.54164703
0.19632014,0.5502822,0.54293704
0.1910817,0.5537437,0.54420016
0.1856016,0.55721085,0.54543206
0.17986279,0.56068409,0.5466222
0.17388472,0.56415953,0.54776421
0.16767592,0.56763485,0.54884959
0.16124118,0.57110836,0.54986858
0.15461572,0.57457555,0.55081476
0.14782653,0.57803342,0.55167986
0.14090518,0.58147916,0.55245531
0.13391472,0.5849079,0.5531362
0.12692017,0.58831582,0.55371706
0.12000191,0.59169907,0.55419371
0.11326013,0.59505365,0.55456398
0.10681409,0.59837568,0.55482785
0.10079543,0.60166197,0.55498638
0.09534887,0.60490977,0.55504241
0.09063347,0.60811639,0.55500215
0.08679049,0.61128079,0.55487004
0.08394854,0.6144023,0.55465197
0.08221537,0.61748019,0.55435753
0.08164325,0.6205151,0.55399342
0.08223013,0.62350855,0.55356369
0.08394439,0.62646065,0.55308231
0.08668611,0.6293742,0.55254872
0.09034668,0.63225032,0.55197376
0.09479378,0.63509139,0.55135952
0.09989897,0.63789906,0.55071423
0.10553908,0.64067585,0.55003665
0.11160448,0.64342303,0.54933941
0.11800283,0.64614329,0.54861541
0.12465323,0.64883798,0.54787462
0.13149053,0.65150897,0.54711829
0.13846531,0.65415809,0.5463437
0.1455335,0.65678673,0.54555555
0.15265709,0.65939627,0.54476003
0.15981518,0.66198821,0.54395146
0.16698676,0.66456378,0.54313117
0.17415531,0.66712409,0.54230031
0.18130458,0.66967023,0.54146307
0.18842545,0.67220323,0.54061925
0.19551341,0.67472397,0.53976647
0.2025629,0.67723331,0.53890516
0.20956984,0.67973202,0.53803564
0.2165314,0.68222082,0.53715809
0.22344573,0.68470038,0.53627262
0.23031175,0.6871713,0.53537923
0.23712903,0.68963415,0.53447784
0.24389765,0.69208946,0.53356833
0.25061808,0.6945377,0.53265048
0.25729111,0.69697932,0.53172407
0.26391778,0.6994147,0.53078879
0.27049933,0.70184423,0.52984433
0.27703712,0.70426823,0.52889033
0.28353264,0.70668701,0.52792642
0.28998746,0.70910086,0.52695218
0.29640321,0.71151001,0.52596722
0.30278152,0.71391471,0.5249711
0.30912407,0.71631516,0.52396339
0.31543254,0.71871153,0.52294366
0.3217086,0.72110401,0.52191145
0.3279539,0.72349274,0.52086633
0.33417008,0.72587784,0.51980786
0.34035875,0.72825944,0.5187356
0.34652147,0.73063763,0.51764911
0.35265864,0.73301261,0.51654918
0.35877137,0.73538448,0.51543583
0.3648628,0.73775319,0.51430692
0.37093438,0.74011877,0.51316203
0.37698751,0.74248126,0.51200075
0.38302357,0.7448407,0.51082267
0.38904388,0.7471971,0.5096274
0.39504973,0.74955049,0.50841457
0.40104082,0.75190103,0.5071855
0.40701899,0.75424866,0.50593917
0.41298655,0.75659325,0.50467398
0.41894464,0.75893479,0.50338958
0.42489434,0.76127325,0.50208564
0.43083671,0.76360862,0.50076184
0.43677259,0.76594088,0.4994181
0.44270136,0.7682702,0.49805594
0.44862605,0.77059628,0.49667271
0.45454756,0.77291909,0.49526814
0.46046679,0.77523857,0.49384196
0.46638456,0.77755469,0.4923939
0.47230148,0.7798674,0.49092398
0.47821759,0.78217677,0.48943283
0.48413494,0.78448256,0.48791871
0.49005423,0.78678471,0.48638138
0.49597616,0.78908317,0.48482063
0.50190137,0.79137786,0.48323626
0.5078303,0.79366877,0.48162833
0.5137638,0.79595578,0.47999631
0.51970278,0.79823879,0.47833963
0.52564777,0.80051774,0.47665809
0.53159931,0.80279254,0.47495153
0.53755788,0.80506315,0.47321975
0.54352447,0.80732942,0.47146196
0.54949945,0.80959129,0.46967805
0.55548322,0.81184871,0.4678679
0.56147617,0.8141016,0.46603131
0.5674787,0.81634992,0.46416812
0.57349149,0.81859354,0.46227771
0.57951582,0.82083223,0.46035867
0.58555114,0.82306609,0.45841193
0.59159777,0.82529507,0.45643726
0.59765599,0.82751909,0.45443444
0.60372607,0.82973812,0.45240324
0.60980907,0.83195194,0.45034236
0.61590608,0.83416034,0.44825035
0.62201604,0.83636352,0.44612867
0.62813915,0.83856142,0.443977
0.6342756,0.84075401,0.44179501
0.64042559,0.84294124,0.43958235
0.64658927,0.84512308,0.43733862
0.65276961,0.84729891,0.43505957
0.65896438,0.84946917,0.43274795
0.66517356,0.85163387,0.43040351
0.67139725,0.85379299,0.4280257
0.67763555,0.85594651,0.42561396
0.68388856,0.8580944,0.42316766
0.69015635,0.86023667,0.42068611
0.69643989,0.86237309,0.41816731
0.70274062,0.86450334,0.41560843
0.70905639,0.86662792,0.41301167
0.71538721,0.86874683,0.41037609
0.72173308,0.87086011,0.40770069
0.72809396,0.87296778,0.40498434
0.7344698,0.87506988,0.40222583
0.74086053,0.87716647,0.39942384
0.74726606,0.8792576,0.39657691
0.75368625,0.88134336,0.39368347
0.76012096,0.88342383,0.39074178
0.76656999,0.88549913,0.38774996
0.77303308,0.8875694,0.38470595
0.77950995,0.88963477,0.38160749
0.78600023,0.89169545,0.37845211
0.79250349,0.89375165,0.37523713
0.79901921,0.89580363,0.37195957
0.80554676,0.8978517,0.36861621
0.8120854,0.89989622,0.3652035
0.81863422,0.90193761,0.36171754
0.82519216,0.90397637,0.35815405
0.83175795,0.9060131,0.35450833
0.83833008,0.90804849,0.3507752
0.84490673,0.91008337,0.34694895
0.85148576,0.91211872,0.34302325
0.85806684,0.91415505,0.33898699
0.86465276,0.91619201,0.3348209
0.87123317,0.91823316,0.33052851
0.87780375,0.9202804,0.32609988
0.88435971,0.92233593,0.32152327
0.89091043,0.92439784,0.31675269
0.89743393,0.9264737,0.31180336
0.9039243,0.92856651,0.3066523
0.91038551,0.93067656,0.30124469
0.91678774,0.93281453,0.29559791
0.92313653,0.9349809,0.28963085
0.92939556,0.93718902,0.28335908
0.93555967,0.93944353,0.2766966
0.94159054,0.94175935,0.26963707
0.94745672,0.94414992,0.26213946
0.95312442,0.94662987,0.25415069
0.9585465,0.94921781,0.24566287
0.96367764,0.95193147,0.23667632
0.96847776,0.95478608,0.22720755
0.97291733,0.95779215,0.21729217
0.97698301,0.96095356,0.20697158

